referenceCardId,year,name,team,variant,snapshot,sourceUrl,hasCostConflict,yearSplit,playerType,reference,before,after
PM_b0455aa4970aab4b7a51,2000,이숭용,현대,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86966,False,Train,Hitter,6,7,7
PM_45ef0be04c17afb40e22,2000,이용주,현대,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86966,False,Train,Hitter,1,1,1
PM_acd954dddd2c51f2be33,2000,임선동,현대,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86966,False,Train,Pitcher,10,9,9
PM_efca5fc282777f984df5,2000,전준호,현대,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86966,False,Train,Hitter,8,6,6
PM_6696a0d27529981e32a8,2000,전준호,현대,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86966,False,Train,Pitcher,4,5,5
PM_5bad5305e89bbe1874fb,2000,정명원,현대,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86966,False,Train,Pitcher,5,6,6
PM_ebd1e18dc6665854c898,2000,정민태,현대,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86966,False,Train,Pitcher,9,9,9
PM_e6515bd3a03de668ee4c,2000,조웅천,현대,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86966,False,Train,Pitcher,5,8,8
PM_028f3ac9351a9ffccced,2000,퀸란,현대,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86966,False,Train,Hitter,8,8,8
PM_958286bf74e8c9759d3e,2001,갈베스,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,8,8,8
PM_383129c2b7d7d26c0a3e,2001,강동우,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,5,6,6
PM_c32f0826ded5a34eb0e5,2001,김승관,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,5,1,1
PM_88eb099ff3e10b91dd8e,2001,김진웅,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,6,8,8
PM_3664360c0013ab79808e,2001,김한수,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,6,8,8
PM_b159834633883af58f5f,2001,김현욱,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,5,7,7
PM_28a7a33514c07ea7e158,2001,리베라,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,5,6,6
PM_a0bda570694e849dabf4,2001,마르티네스,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,9,8,8
PM_f8c8f65d440571b3773a,2001,마해영,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,7,10,10
PM_98772b39af3351e577e3,2001,박정환,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,4,5,5
PM_0ac8c6b59a2f51386efb,2001,박한이,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,7,8,8
PM_c1a96326e385c9658a39,2001,배영수,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,8,8,8
PM_934f78dbc665755ae1d8,2001,이승엽,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,6,10,10
PM_cda1a5b34bd7c14d8897,2001,이용훈,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,4,5,5
PM_779dc87257d7e41875e4,2001,이정호,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,3,1,1
PM_5741bace70f0dae0b51b,2001,임창용,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,7,9,9
PM_b8f0956fe80109d9559c,2001,전병호,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,5,4,4
PM_a0c3cdbe8984bfc1f343,2001,진갑용,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,6,7,7
PM_4bdd055a313248463223,2002,강동우,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Hitter,6,8,8
PM_98a653d570c6d517966d,2002,강영식,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Pitcher,5,6,6
PM_12e88d3b95faee7b8112,2002,김진웅,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Pitcher,3,3,3
PM_76aebecf8cfc935de5f9,2002,김한수,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Hitter,8,8,8
PM_51e875db81aa08fe390a,2002,김현욱,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Pitcher,5,8,8
PM_c6ab37ebdd33aada6a2a,2002,노병오,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Pitcher,4,5,5
PM_8aa9fc7df81a4270251c,2002,노장진,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Pitcher,7,8,8
PM_5cd3702db9a73a358d6d,2002,마해영,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Hitter,7,10,10
PM_c08639bcd1cd28367e4b,2002,박정환,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Hitter,5,6,6
PM_e2c3278b111c6924fca5,2002,박한이,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Hitter,6,8,8
PM_a1f03a88c47dfa472810,2002,배영수,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Pitcher,4,4,4
PM_d8269db0bfa0998f6115,2002,브리또,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Hitter,7,8,8
PM_43ef8721642f98121a6b,2002,양준혁,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Hitter,6,8,8
PM_d110c53ac6f89a16adcc,2002,엘비라,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Pitcher,9,8,8
PM_68942349cea654c5080c,2002,오상민,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Pitcher,4,5,5
PM_89abc4f9f17960a20f12,2002,이승엽,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Hitter,9,10,10
PM_1ae712aee3d2328c3249,2002,임창용,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Pitcher,8,10,10
PM_129276bba438d3a67bbc,2002,전병호,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Pitcher,4,6,6
PM_d62bd618264594a382c0,2002,진갑용,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Hitter,6,8,8
PM_faac35ec03a34cb8fe8e,2002,현재윤,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Hitter,3,2,2
PM_3434f292f9472a0e7688,2003,강철민,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Pitcher,4,5,5
PM_5ae26082bbd8aded057a,2003,고우석,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Pitcher,4,5,5
PM_0dad8f426a415a06ea62,2003,김경언,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Hitter,5,6,6
PM_710fd033d66338e4ee8e,2003,김상훈,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Hitter,5,7,7
PM_67757ad5c7ee5838f187,2003,김종국,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Hitter,6,8,8
PM_f96b443da27c085a7617,2003,김진우,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Pitcher,9,8,8
PM_cb820a3ae5d09c6f234c,2003,리오스,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Pitcher,7,8,8
PM_b018323ea1b63c63141b,2003,박재홍,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Hitter,8,8,8
PM_f0d92945d79262501ffb,2003,서동욱,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Hitter,3,2,2
PM_c6db2a5c84d8e3956905,2003,신동주,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Hitter,5,5,5
PM_e82ee00ce5867f6b6e0f,2003,신용운,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Pitcher,6,8,8
PM_c999c998d9dfaea9565d,2003,엄정대,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Hitter,3,1,1
PM_b6fc3051846a324c307a,2003,오철민,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Pitcher,6,4,4
PM_97d1ee21e73b7ff6d00d,2003,이강철,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Pitcher,7,7,7
PM_3b603a5a0df8517124ab,2003,이원식,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Pitcher,4,5,5
PM_06cfefe71989fb8cd45e,2003,이종범,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Hitter,9,10,10
PM_25b30e719e8f955a544b,2003,이현곤,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Hitter,5,6,6
PM_d319a9fa6fa399b9b319,2003,장성호,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Hitter,9,10,10
PM_15a3cae95449b1fc0e82,2003,존슨,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Pitcher,6,6,6
PM_5f395ac2b38db9af5525,2003,진필중,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Pitcher,5,6,6
PM_81a25d522b6d0e4bb034,2003,최상덕,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Pitcher,8,8,8
PM_58e64313d76b471d0808,2003,홍세완,KIA,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86963,False,Train,Hitter,8,8,8
PM_e20bd4adcf1810577812,2003,강동우,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,6,8,8
PM_ed1a9f24fc64577ddfd1,2003,강영식,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,4,4,4
PM_ce8465753ee434cc4455,2003,권오준,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,4,4,4
PM_73d094babc3f07533fcd,2003,김진웅,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,5,8,8
PM_588de7c770c6d26fd812,2003,김한수,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,7,8,8
PM_2bb3988985056e0666eb,2003,김현욱,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,6,8,8
PM_9cfb0ae33c98eabf6368,2003,노장진,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,5,6,6
PM_f3598630ddf1c2069d04,2003,라이언,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,3,4,4
PM_99c8425fd892970df0a2,2003,마해영,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,6,10,10
PM_09066d02411e219bf9cb,2003,박정환,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,4,4,4
PM_e14d6e4d66d27dcce58d,2003,박한이,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,8,8,8
PM_9f774f78dbedaaf9ef66,2003,배영수,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,8,8,8
PM_5d37d57bd34c5e736638,2003,브리또,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,6,8,8
PM_54c5b05c7b76abae1706,2003,안지만,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,3,1,1
PM_d14568a1d38c851646a5,2003,양준혁,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,8,10,10
PM_655ec022c96458f563c3,2003,오상민,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,4,6,6
PM_f1f48ebb7e1ce35c5328,2003,이승엽,삼성,EX,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,10,10,10
PM_fff6be78dc56ed1e8157,2003,임창용,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,7,8,8
PM_1c3722dca67133b233a2,2003,전병호,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,4,6,6
PM_65fa3e34a71f79f9d29d,2003,진갑용,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,6,8,8
PM_c597bd517136f717a021,2004,강동우,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Hitter,5,8,8
PM_7312b8228ad9ccadf93f,2004,강영식,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Pitcher,3,1,1
PM_a3567cda07a3852a3189,2004,권오준,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Pitcher,6,8,8
PM_374782b561957f866510,2004,권혁,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Pitcher,4,6,6
PM_ae48c2bea3c7480e2061,2004,김덕윤,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Pitcher,4,3,3
PM_1588bb722e2750129dc2,2004,김종훈,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Hitter,5,6,6
PM_0d81f680ee443cc7354c,2004,김진웅,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Pitcher,5,7,7
PM_7d4ae0e37910690756a1,2004,김한수,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Hitter,7,8,8
PM_f2d1159dcf055d01ec83,2004,박석진,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Pitcher,4,7,7
PM_c61dc79b480341a575dd,2004,박종호,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Hitter,6,8,8
PM_18fd1a5ceff96f41123d,2004,박한이,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Hitter,8,8,8
PM_52b36ecbf5b2e086222b,2004,배영수,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Pitcher,8,9,9
PM_6cb211f47dbbc61c15e6,2004,양준혁,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Hitter,8,10,10
PM_08dd35902794d07247fe,2004,오리어리,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Hitter,4,6,6
PM_b3ed21e7859a87f9c989,2004,오상민,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Pitcher,5,4,4
PM_7dff36cb69a9d94250fb,2004,임창용,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Pitcher,7,7,7
PM_8c73ad4c71dbc8af8b43,2004,정현욱,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Pitcher,5,6,6
PM_cabc6a988b1c9ad6a42c,2004,조동찬,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Hitter,5,6,6
PM_448adfbca60cdebda730,2004,진갑용,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Hitter,6,8,8
PM_cd331fedfd78e40cd998,2004,호지스,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Holdout,Pitcher,6,8,8
PM_da6371524d2635084d7c,2005,강동우,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,5,6,6
PM_2e64771ef22844ec1179,2005,강영식,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,5,3,3
PM_2de216ce23f6b29783d9,2005,권오준,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,5,7,7
PM_07a17967f2b2de6fb940,2005,김한수,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,7,8,8
PM_706488de47d2430489a8,2005,바르가스,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,4,6,6
PM_8834752a3372393b8476,2005,박석진,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,4,6,6
PM_403cc033537017f9e194,2005,박종호,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,5,7,7
PM_ab63a06102533a77dad3,2005,박진만,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,6,6,6
PM_92c3a7bd42500e90f13a,2005,박한이,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,8,8,8
PM_5ac4f1870782cae92656,2005,배영수,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,9,9,9
PM_d2d0ee48423f503647c9,2005,심정수,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,8,8,8
PM_a56fdfc1e1bb15a216ba,2005,안지만,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,4,6,6
PM_0d66d9e94f1d69c47641,2005,양준혁,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,5,8,8
PM_00967f427f85a315c66a,2005,오승환,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,8,8,8
PM_01f879934845ab73bef1,2005,임동규,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,5,6,6
PM_a464aaf8de7f94d0428b,2005,전병호,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,4,7,7
PM_8855588ee174e28fe466,2005,조동찬,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,7,8,8
PM_78b8d25d46eb0d2b1e92,2005,진갑용,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,6,7,7
PM_0d397a2dcbbd4ea43326,2005,하리칼라,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,5,5,5
PM_9face908beb294b4686c,2006,강봉규,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,5,4,4
PM_fc8b325fd99f34eda619,2006,강영식,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,4,3,3
PM_82f8c338e1e77456aa81,2006,권오준,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,6,8,8
PM_bca51906685dcd495b7c,2006,권혁,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,4,1,1
PM_79a5512be0bfdd5917ae,2006,김창희,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,6,6,6
PM_403dcc340c92bd8005ef,2006,김한수,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,6,7,7
PM_eee5725c19311a3713e6,2006,박종호,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,5,5,5
PM_ca590b2887203c13a7b0,2006,박진만,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,8,8,8
PM_8441fbe1ece1dbc553a8,2006,박한이,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,7,8,8
PM_8b0d9eb11b731d27c1c1,2006,배영수,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,6,8,8
PM_89e73ae37bf85123d2fa,2006,브라운,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,8,8,8
PM_ec1264d467caeb5b3951,2006,양준혁,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,8,10,10
PM_119e7fdbecb8485013d9,2006,오상민,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,4,3,3
PM_2637ff29873d16c61efc,2006,오승환,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,9,8,8
PM_93ed0b50f609d87da1fa,2006,임동규,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,5,8,8
PM_c0e5718e44d46b38f381,2006,전병호,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,4,7,7
PM_16347770835a5a19c30e,2006,조동찬,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,8,8,8
PM_693fc5ff0ca8abcfa42a,2006,진갑용,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,7,8,8
PM_41fce5eb2dda1dc69ac9,2006,하리칼라,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,7,8,8
PM_8ec92e6c24f0a7f43b37,2007,강봉규,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,5,5,5
PM_081c99848913d4d8f946,2007,권오준,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,6,4,4
PM_b6f3de00924a50c63b3b,2007,권혁,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,7,6,6
PM_002dcf1b4c975a575c90,2007,김재걸,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,5,6,6
PM_f52f8a429cdae63cc854,2007,김창희,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,4,5,5
PM_9b7b9c55ab54f4bc976e,2007,매존,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,6,8,8
PM_9e6f999e48a0d7d6e33b,2007,박진만,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,8,8,8
PM_a8c205b0a3a39a41c33e,2007,박한이,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,6,7,7
PM_4851e163e0abf96cc640,2007,브라운,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,6,8,8
PM_5311db2b688fdb5ae77d,2007,신명철,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,6,7,7
PM_4b0babf022933132b9e6,2007,심정수,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,10,8,8
PM_fd766a7bcfe7d48dd238,2007,안지만,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,5,7,7
PM_414e1a834612745549e0,2007,양준혁,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Hitter,8,10,10
PM_4bce736d0044a7e0d0b3,2007,오승환,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,8,8,8
PM_893169ed86b0d412110a,2007,윤성환,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,4,6,6
PM_d0b82ff999ee23d7dd40,2007,임창용,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,5,6,6
PM_0341a51987983d1ffc5e,2007,전병호,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,5,8,8
PM_6dbd9f9096e72946594f,2007,조현근,삼성,Unknown,OriginalObserved2011,https://www.inven.co.kr/webzine/news/?news=86951,False,Train,Pitcher,4,6,6
