workbookRow,year,team,name,variant,snapshot,sourceUrl,reference,before,after,joinStatus
203,2004,두산,문희성,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,3,2,2,ExactYearTeamName
204,2006,한화,송광민,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,1,2,2,ExactYearTeamName
205,2008,LG,김용의,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,2,1,1,ExactYearTeamName
206,2008,SK,김동건,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,2,2,2,ExactYearTeamName
207,2004,삼성,강명구,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,3,1,1,ExactYearTeamName
208,2000,롯데,박현승,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,5,6,6,ExactYearTeamName
209,2002,롯데,조성환,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,4,5,5,ExactYearTeamName
210,2008,,강동우,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,3,,,Unresolved_NoForcedAlias
211,2003,,쿡슨,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,3,,,Unresolved_NoForcedAlias
212,2002,,양현석,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,4,,,Unresolved_NoForcedAlias
213,2000,,타바레스,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,5,,,Unresolved_NoForcedAlias
214,2004,,조규수,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,4,,,Unresolved_NoForcedAlias
215,2004,,전병호,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,4,,,Unresolved_NoForcedAlias
216,2004,,정민태,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,6,,,Unresolved_NoForcedAlias
217,2004,,강철민,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,4,,,Unresolved_NoForcedAlias
218,2002,,이승호,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,4,,,Unresolved_NoForcedAlias
219,2008,,김덕윤,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,3,,,Unresolved_NoForcedAlias
220,2008,,이동현,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,4,,,Unresolved_NoForcedAlias
221,2000,,이혜천,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,4,,,Unresolved_NoForcedAlias
222,2005,,신재웅,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,3,,,Unresolved_NoForcedAlias
223,2004,,차명주,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,4,,,Unresolved_NoForcedAlias
224,2000,,류택현,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,4,,,Unresolved_NoForcedAlias
225,2007,,최대성,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,5,,,Unresolved_NoForcedAlias
226,2007,,우규민,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,4,,,Unresolved_NoForcedAlias
227,2008,,양성제,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,1,,,Unresolved_NoForcedAlias
228,2008,,반재륭,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,1,,,Unresolved_NoForcedAlias
229,2008,,신윤호,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,2,,,Unresolved_NoForcedAlias
230,2008,,송현우,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,4,,,Unresolved_NoForcedAlias
231,2002,,조웅천,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,5,,,Unresolved_NoForcedAlias
232,2009,,최대성,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,1,,,Unresolved_NoForcedAlias
233,2005,,박기혁,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,4,,,Unresolved_NoForcedAlias
234,2009,,이범준,일반/기사 문맥,2010-04-06,https://m.inven.co.kr/webzine/wznews.php?idx=86796&searchwhere=writer&site=bm&svalue=%EA%B3%B5%EB%AF%BC%ED%99%98,4,,,Unresolved_NoForcedAlias
