"ReferenceCardId","Year","PlayerName","CardType","DataVersion","PlayerSeasonId","ReferenceCost","PreviousReportCost","CurrentCost","Delta","YearSplit","TeamSplit","SourceUrl"
"PM_67a575e0c01c0fac5434","2000","김태균","Unknown","OriginalObserved2011","SEASON_f9f22253eb400915bd66","5","6","6","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_d783f4c26759422e24ee","2000","김태한","Unknown","OriginalObserved2011","SEASON_59012e07b06c0b525289","4","4","4","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_8157fd224b72894be6fc","2000","김한수","Unknown","OriginalObserved2011","SEASON_1450f0d8a7dc0d1685b0","5","7","7","2","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_9aa75036abe1dfcddefa","2000","김현욱","Unknown","OriginalObserved2011","SEASON_9794179f227849bf2b6d","5","8","8","3","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_3f8ce4c2d9a17dc690fd","2000","노장진","Unknown","OriginalObserved2011","SEASON_80792c18599baa629054","5","8","8","3","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_98d35005b7a4c58693d6","2000","박동희","Unknown","OriginalObserved2011","SEASON_b1634cfbe12a7d05ec6e","4","5","5","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_aefaee02442ab0937690","2000","신동주","Unknown","OriginalObserved2011","SEASON_e97120b35242b8638f19","6","6","6","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_46ac647f94b99474e661","2000","이승엽","Unknown","OriginalObserved2011","SEASON_80346ff8b93d9e616884","8","8","10","2","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_5be29aa5a94bd96dc5a0","2000","이용훈","Unknown","OriginalObserved2011","SEASON_9e7c4736d59295fc822c","4","8","8","4","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_16b47419f532120b1e28","2000","임창용","Unknown","OriginalObserved2011","SEASON_c2e4fdcc414093fe7163","8","8","9","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_f8261274f866d230b32e","2000","정경배","Unknown","OriginalObserved2011","SEASON_df9bb0bdf58b63d7731b","5","7","8","3","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_2cb0f83e0fc6ae165aa3","2000","진갑용","Unknown","OriginalObserved2011","SEASON_ad8da5e705faa0fcfed7","6","6","6","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_1d4ba855498dc51f554f","2000","최창양","Unknown","OriginalObserved2011","SEASON_c3ff8cec8891602fc05b","3","6","5","2","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_faa341792ce4c433c986","2000","프랑코","Unknown","OriginalObserved2011","SEASON_dce749be97991282d802","8","8","8","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_163a099579002e359bd1","2000","김민범","Unknown","OriginalObserved2011","SEASON_34fbf921626d00b4f484","3","3","2","-1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_1730ebd27b25707aac04","2000","김수경","Unknown","OriginalObserved2011","SEASON_aa29b988d34a0e2be94e","8","9","9","1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_17a4eb4fb373a3b9a6f2","2000","마일영","Unknown","OriginalObserved2011","SEASON_64eb295f3e9b26e8ee2d","5","7","8","3","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_7370e63220bc790e4ca5","2000","박경완","Unknown","OriginalObserved2011","SEASON_d5849a678cdf3e73fea2","9","8","8","-1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_5571defb3c4b4bc2c3e5","2000","박장희","Unknown","OriginalObserved2011","SEASON_5bd5cb39b3f420af67ab","6","8","8","2","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_45f0b843f1c9fc387acf","2000","박재홍","Unknown","OriginalObserved2011","SEASON_c89518205f28e11cbfb4","10","8","10","0","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_da0b742ec378785ba681","2000","박종호","Unknown","OriginalObserved2011","SEASON_66c9b73a5bc8702a0495","7","8","8","1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_6e8b24f3fd494aeb6bca","2000","박진만","Unknown","OriginalObserved2011","SEASON_4989ccdf73d3731a3adc","5","8","8","3","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_99a754cdc35952d92749","2000","신철인","Unknown","OriginalObserved2011","SEASON_c0c541cd730fe468446f","5","8","7","2","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_808bfc6fc3d12c5c7795","2000","심재학","Unknown","OriginalObserved2011","SEASON_c7c3d689db726df936d0","7","8","8","1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_bc9001f43a178b04334e","2000","위재영","Unknown","OriginalObserved2011","SEASON_1f8ca702da0ecd2de0e2","7","8","8","1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_ed747109b0ba26738554","2000","이명수","Unknown","OriginalObserved2011","SEASON_68d0fc93043f14c90b7b","4","5","6","2","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_b0455aa4970aab4b7a51","2000","이숭용","Unknown","OriginalObserved2011","SEASON_1eae84707c32d7cccd2f","6","6","7","1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_45ef0be04c17afb40e22","2000","이용주","Unknown","OriginalObserved2011","SEASON_92333b3d190f4566d50e","1","1","1","0","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_acd954dddd2c51f2be33","2000","임선동","Unknown","OriginalObserved2011","SEASON_6be12389ffebe4e1ecc9","10","9","9","-1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_efca5fc282777f984df5","2000","전준호","Unknown","OriginalObserved2011","SEASON_7fc302f6bbe0c0cd4937","8","6","6","-2","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_6696a0d27529981e32a8","2000","전준호","Unknown","OriginalObserved2011","SEASON_cbeeec64660dbcf1900c","4","6","7","3","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_5bad5305e89bbe1874fb","2000","정명원","Unknown","OriginalObserved2011","SEASON_e78f41c155ff5b260b91","5","6","7","2","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_ebd1e18dc6665854c898","2000","정민태","Unknown","OriginalObserved2011","SEASON_258e0bde26771cbd353b","9","9","9","0","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_e6515bd3a03de668ee4c","2000","조웅천","Unknown","OriginalObserved2011","SEASON_03403e0ff891540ac015","5","8","8","3","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_028f3ac9351a9ffccced","2000","퀸란","Unknown","OriginalObserved2011","SEASON_88e3d29b3fb48683a5e2","8","7","8","0","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_958286bf74e8c9759d3e","2001","갈베스","Unknown","OriginalObserved2011","SEASON_2e0da7f7deac7444912c","8","8","8","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_383129c2b7d7d26c0a3e","2001","강동우","Unknown","OriginalObserved2011","SEASON_c493f1f326b3e402e08b","5","6","6","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_c32f0826ded5a34eb0e5","2001","김승관","Unknown","OriginalObserved2011","SEASON_f7b8556d9c0922df857a","5","1","1","-4","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_88eb099ff3e10b91dd8e","2001","김진웅","Unknown","OriginalObserved2011","SEASON_98fac797b57248866b85","6","9","8","2","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_3664360c0013ab79808e","2001","김한수","Unknown","OriginalObserved2011","SEASON_8b9a6093e4520342cf10","6","8","8","2","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_b159834633883af58f5f","2001","김현욱","Unknown","OriginalObserved2011","SEASON_fdf031b7f518802eda49","5","8","8","3","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_28a7a33514c07ea7e158","2001","리베라","Unknown","OriginalObserved2011","SEASON_fc90e877bfd824d91451","5","7","7","2","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_a0bda570694e849dabf4","2001","마르티네스","Unknown","OriginalObserved2011","SEASON_aced194cd6f0c5761ea2","9","8","8","-1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_f8c8f65d440571b3773a","2001","마해영","Unknown","OriginalObserved2011","SEASON_1ad742b6c12ee16086f8","7","8","10","3","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_98772b39af3351e577e3","2001","박정환","Unknown","OriginalObserved2011","SEASON_a8d3c19164bf5238bf20","4","5","5","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_0ac8c6b59a2f51386efb","2001","박한이","Unknown","OriginalObserved2011","SEASON_801c5bab0d7cb352fd79","7","8","8","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_c1a96326e385c9658a39","2001","배영수","Unknown","OriginalObserved2011","SEASON_8176bb78542fbd1bde08","8","8","9","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_934f78dbc665755ae1d8","2001","이승엽","Unknown","OriginalObserved2011","SEASON_e4c0e1c3cde54e6513f8","6","8","10","4","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_cda1a5b34bd7c14d8897","2001","이용훈","Unknown","OriginalObserved2011","SEASON_5cdd51691b4df8670cc7","4","6","6","2","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_779dc87257d7e41875e4","2001","이정호","Unknown","OriginalObserved2011","SEASON_54bf5d67353c22265771","3","2","3","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_5741bace70f0dae0b51b","2001","임창용","Unknown","OriginalObserved2011","SEASON_0f3477c189a96521619d","7","9","9","2","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_b8f0956fe80109d9559c","2001","전병호","Unknown","OriginalObserved2011","SEASON_1866ac0cb66ae64ae2d9","5","5","5","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_a0c3cdbe8984bfc1f343","2001","진갑용","Unknown","OriginalObserved2011","SEASON_c492ddab7beffd91680d","6","7","7","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_4bdd055a313248463223","2002","강동우","Unknown","OriginalObserved2011","SEASON_277ce16af9be308ef899","6","8","8","2","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_98a653d570c6d517966d","2002","강영식","Unknown","OriginalObserved2011","SEASON_94c37025b22acab73c2e","5","8","7","2","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_12e88d3b95faee7b8112","2002","김진웅","Unknown","OriginalObserved2011","SEASON_97a060d5ad8849b074a7","3","5","4","1","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_76aebecf8cfc935de5f9","2002","김한수","Unknown","OriginalObserved2011","SEASON_e3d989c19e496823f4ad","8","8","8","0","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_51e875db81aa08fe390a","2002","김현욱","Unknown","OriginalObserved2011","SEASON_0126ba4ceb6f318b89d6","5","8","8","3","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_c6ab37ebdd33aada6a2a","2002","노병오","Unknown","OriginalObserved2011","SEASON_230a6f5de84b58e2e911","4","6","6","2","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_8aa9fc7df81a4270251c","2002","노장진","Unknown","OriginalObserved2011","SEASON_00684aa538b81332618e","7","8","8","1","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_5cd3702db9a73a358d6d","2002","마해영","Unknown","OriginalObserved2011","SEASON_7e30f3b33843058c907e","7","10","10","3","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_c08639bcd1cd28367e4b","2002","박정환","Unknown","OriginalObserved2011","SEASON_a3bee29e8b88912d9f4e","5","6","6","1","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_e2c3278b111c6924fca5","2002","박한이","Unknown","OriginalObserved2011","SEASON_4d169fe5ef9fe8c59c74","6","8","8","2","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_a1f03a88c47dfa472810","2002","배영수","Unknown","OriginalObserved2011","SEASON_74de830caf2b77ec8122","4","6","5","1","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_d8269db0bfa0998f6115","2002","브리또","Unknown","OriginalObserved2011","SEASON_d2729593240c831a47f5","7","8","8","1","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_43ef8721642f98121a6b","2002","양준혁","Unknown","OriginalObserved2011","SEASON_a5cd38ed3b306293a25a","6","7","8","2","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_d110c53ac6f89a16adcc","2002","엘비라","Unknown","OriginalObserved2011","SEASON_fa400f892cea22e30b26","9","9","9","0","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_68942349cea654c5080c","2002","오상민","Unknown","OriginalObserved2011","SEASON_e4248cbf71a68e2bb8af","4","6","6","2","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_89abc4f9f17960a20f12","2002","이승엽","Unknown","OriginalObserved2011","SEASON_918e14795758d3099b02","9","10","10","1","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_1ae712aee3d2328c3249","2002","임창용","Unknown","OriginalObserved2011","SEASON_e7020b27da5c7b161842","8","9","10","2","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_129276bba438d3a67bbc","2002","전병호","Unknown","OriginalObserved2011","SEASON_7e1a7927486d1c18d68f","4","6","7","3","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_d62bd618264594a382c0","2002","진갑용","Unknown","OriginalObserved2011","SEASON_8f10912b02743d9a3f36","6","8","8","2","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_faac35ec03a34cb8fe8e","2002","현재윤","Unknown","OriginalObserved2011","SEASON_b576e3717e03521fc5c0","3","2","2","-1","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_3434f292f9472a0e7688","2003","강철민","Unknown","OriginalObserved2011","SEASON_ec9a6fd823d059a1aaf9","4","6","6","2","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_5ae26082bbd8aded057a","2003","고우석","Unknown","OriginalObserved2011","SEASON_acb8bbbe1507920d5b08","4","6","6","2","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_0dad8f426a415a06ea62","2003","김경언","Unknown","OriginalObserved2011","SEASON_c9deebfda2cb5700b5b0","5","6","6","1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_710fd033d66338e4ee8e","2003","김상훈","Unknown","OriginalObserved2011","SEASON_98267da483f83a7c3d21","5","7","7","2","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_67757ad5c7ee5838f187","2003","김종국","Unknown","OriginalObserved2011","SEASON_ab7ec12cf7ba4cc54a60","6","8","8","2","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_f96b443da27c085a7617","2003","김진우","Unknown","OriginalObserved2011","SEASON_cb5f616aa0c079d552b0","9","9","9","0","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_cb820a3ae5d09c6f234c","2003","리오스","Unknown","OriginalObserved2011","SEASON_9ca8b206638f6a2b3232","7","9","9","2","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_b018323ea1b63c63141b","2003","박재홍","Unknown","OriginalObserved2011","SEASON_2495081e02cec9600ed2","8","8","8","0","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_f0d92945d79262501ffb","2003","서동욱","Unknown","OriginalObserved2011","SEASON_2445b5e7120a544deb21","3","2","2","-1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_c6db2a5c84d8e3956905","2003","신동주","Unknown","OriginalObserved2011","SEASON_5e313ef1fd5e734ff4d9","5","5","5","0","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_e82ee00ce5867f6b6e0f","2003","신용운","Unknown","OriginalObserved2011","SEASON_be4dc14ae036d0380555","6","8","8","2","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_c999c998d9dfaea9565d","2003","엄정대","Unknown","OriginalObserved2011","SEASON_e24bbfe0dc053c014de2","3","1","1","-2","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_b6fc3051846a324c307a","2003","오철민","Unknown","OriginalObserved2011","SEASON_997c516b9ad9968c537b","6","5","5","-1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_97d1ee21e73b7ff6d00d","2003","이강철","Unknown","OriginalObserved2011","SEASON_0e4b32b4b66b8f08c6c7","7","8","8","1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_3b603a5a0df8517124ab","2003","이원식","Unknown","OriginalObserved2011","SEASON_9fedca0154834093b6d1","4","6","6","2","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_06cfefe71989fb8cd45e","2003","이종범","Unknown","OriginalObserved2011","SEASON_a27ce2c42d4fe2e59101","9","8","10","1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_25b30e719e8f955a544b","2003","이현곤","Unknown","OriginalObserved2011","SEASON_51fc6d1dc3e58c08b510","5","6","6","1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_d319a9fa6fa399b9b319","2003","장성호","Unknown","OriginalObserved2011","SEASON_1f2da5bd0cbe610de287","9","9","10","1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_15a3cae95449b1fc0e82","2003","존슨","Unknown","OriginalObserved2011","SEASON_d8b0a72b09d2a47e16ae","6","7","8","2","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_5f395ac2b38db9af5525","2003","진필중","Unknown","OriginalObserved2011","SEASON_9c642a0f4d8dabaffc1a","5","8","8","3","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_81a25d522b6d0e4bb034","2003","최상덕","Unknown","OriginalObserved2011","SEASON_7af39ff741620bbaf23b","8","8","9","1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_58e64313d76b471d0808","2003","홍세완","Unknown","OriginalObserved2011","SEASON_e42adf530e5c4107b75c","8","8","8","0","Train","Train","https://www.inven.co.kr/webzine/news/?news=86963"
"PM_e20bd4adcf1810577812","2003","강동우","Unknown","OriginalObserved2011","SEASON_d265e67822785b9ffdf5","6","8","8","2","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_ed1a9f24fc64577ddfd1","2003","강영식","Unknown","OriginalObserved2011","SEASON_25d538266f09140077a6","4","5","5","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_ce8465753ee434cc4455","2003","권오준","Unknown","OriginalObserved2011","SEASON_a5e3b116a0aea5b998e1","4","4","5","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_73d094babc3f07533fcd","2003","김진웅","Unknown","OriginalObserved2011","SEASON_5eb4e04c427d4bf79574","5","8","8","3","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_588de7c770c6d26fd812","2003","김한수","Unknown","OriginalObserved2011","SEASON_96d98cbcd494e955308b","7","8","8","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_2bb3988985056e0666eb","2003","김현욱","Unknown","OriginalObserved2011","SEASON_213cfaab6bcac3b52d1d","6","8","8","2","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_9cfb0ae33c98eabf6368","2003","노장진","Unknown","OriginalObserved2011","SEASON_81e7c1c410601e1f3fa1","5","8","7","2","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_f3598630ddf1c2069d04","2003","라이언","Unknown","OriginalObserved2011","SEASON_d0c8ebc5761828ad1709","3","6","6","3","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_99c8425fd892970df0a2","2003","마해영","Unknown","OriginalObserved2011","SEASON_d9f9c61edb48de364dda","6","8","10","4","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_09066d02411e219bf9cb","2003","박정환","Unknown","OriginalObserved2011","SEASON_4184af85193b78e68cbe","4","4","4","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_e14d6e4d66d27dcce58d","2003","박한이","Unknown","OriginalObserved2011","SEASON_05c41e682b5c639243f8","8","8","8","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_9f774f78dbedaaf9ef66","2003","배영수","Unknown","OriginalObserved2011","SEASON_324f27f47350fb5e14dc","8","8","8","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_5d37d57bd34c5e736638","2003","브리또","Unknown","OriginalObserved2011","SEASON_3947d0f9218241a91616","6","7","8","2","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_54c5b05c7b76abae1706","2003","안지만","Unknown","OriginalObserved2011","SEASON_f482a25d34f42d5fff51","3","3","3","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_d14568a1d38c851646a5","2003","양준혁","Unknown","OriginalObserved2011","SEASON_25444f7e7c6c79527ee9","8","9","10","2","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_655ec022c96458f563c3","2003","오상민","Unknown","OriginalObserved2011","SEASON_289a5bad3996d00facd3","4","8","8","4","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_f1f48ebb7e1ce35c5328","2003","이승엽","EX","OriginalObserved2011","SEASON_c0dfdb46f86042e77f38","10","10","10","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_fff6be78dc56ed1e8157","2003","임창용","Unknown","OriginalObserved2011","SEASON_a7376d34f04bc321bbe3","7","9","9","2","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_1c3722dca67133b233a2","2003","전병호","Unknown","OriginalObserved2011","SEASON_64a6f734c1d943bc07e9","4","8","7","3","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_65fa3e34a71f79f9d29d","2003","진갑용","Unknown","OriginalObserved2011","SEASON_ec108b403cdf6f9fecdd","6","8","8","2","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_c597bd517136f717a021","2004","강동우","Unknown","OriginalObserved2011","SEASON_b0e826ac480b78e63e68","5","8","8","3","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_7312b8228ad9ccadf93f","2004","강영식","Unknown","OriginalObserved2011","SEASON_2dd6609f1e35d9d0c7a3","3","3","3","0","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_a3567cda07a3852a3189","2004","권오준","Unknown","OriginalObserved2011","SEASON_de3346a717f1705db29e","6","9","9","3","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_374782b561957f866510","2004","권혁","Unknown","OriginalObserved2011","SEASON_d56ee723e24164cb1545","4","7","7","3","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_ae48c2bea3c7480e2061","2004","김덕윤","Unknown","OriginalObserved2011","SEASON_f10623e18445c6fa3823","4","4","4","0","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_1588bb722e2750129dc2","2004","김종훈","Unknown","OriginalObserved2011","SEASON_293d0cc7ff380bec9a03","5","6","6","1","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_0d81f680ee443cc7354c","2004","김진웅","Unknown","OriginalObserved2011","SEASON_bb1ee5466714ceca2401","5","8","8","3","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_7d4ae0e37910690756a1","2004","김한수","Unknown","OriginalObserved2011","SEASON_c896110242f8a85b72dc","7","8","8","1","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_f2d1159dcf055d01ec83","2004","박석진","Unknown","OriginalObserved2011","SEASON_5629dc59444c4ea80040","4","8","8","4","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_c61dc79b480341a575dd","2004","박종호","Unknown","OriginalObserved2011","SEASON_2a2ce448f58e5a62154f","6","8","8","2","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_18fd1a5ceff96f41123d","2004","박한이","Unknown","OriginalObserved2011","SEASON_cd7b1629460b56a86a04","8","8","8","0","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_52b36ecbf5b2e086222b","2004","배영수","Unknown","OriginalObserved2011","SEASON_0387ab4800e711ec2951","8","9","9","1","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_6cb211f47dbbc61c15e6","2004","양준혁","Unknown","OriginalObserved2011","SEASON_3d223bd0ce6b4ad7f7cf","8","10","10","2","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_08dd35902794d07247fe","2004","오리어리","Unknown","OriginalObserved2011","SEASON_1c328a9baaf54cc4dc9a","4","6","6","2","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_b3ed21e7859a87f9c989","2004","오상민","Unknown","OriginalObserved2011","SEASON_74dbf4b4539545a24fae","5","5","6","1","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_7dff36cb69a9d94250fb","2004","임창용","Unknown","OriginalObserved2011","SEASON_f7fe11d2670658a1efc4","7","8","8","1","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_8c73ad4c71dbc8af8b43","2004","정현욱","Unknown","OriginalObserved2011","SEASON_b9a43af7bda69e9881d9","5","7","8","3","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_cabc6a988b1c9ad6a42c","2004","조동찬","Unknown","OriginalObserved2011","SEASON_9ef06641f1cd79b6e324","5","6","6","1","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_448adfbca60cdebda730","2004","진갑용","Unknown","OriginalObserved2011","SEASON_980172e8d815debf0a65","6","8","8","2","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_cd331fedfd78e40cd998","2004","호지스","Unknown","OriginalObserved2011","SEASON_aabe1b96da71994d466a","6","8","8","2","Holdout","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_da6371524d2635084d7c","2005","강동우","Unknown","OriginalObserved2011","SEASON_d4b02a265e5060344eca","5","7","6","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_2e64771ef22844ec1179","2005","강영식","Unknown","OriginalObserved2011","SEASON_b4b4f20f63988c8d7f13","5","4","4","-1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_2de216ce23f6b29783d9","2005","권오준","Unknown","OriginalObserved2011","SEASON_ea77a555e463ba1d4fbd","5","8","8","3","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_07a17967f2b2de6fb940","2005","김한수","Unknown","OriginalObserved2011","SEASON_1bf6ade5145ed2d93fc1","7","8","8","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
